0,0,4,11,25,6666
0,0,3,2,29,6666
0,0,4,1,14,6666
0,0,1,4,16,6666
0,0,1,4,16,6666
0,0,3,2,31,6666
0,0,6,1,34,6666
0,0,2,2,14,6666
0,0,1,6,31,6666
0,0,3,2,35,6666
0,0,11,4,22,6666
0,0,11,4,23,6666
0,0,1,4,19,6666
0,0,1,4,20,6666
0,0,2,3,31,6666
0,0,1,4,16,6666
0,0,11,4,24,6666
0,0,1,4,14,6666
0,0,11,4,23,6666
0,0,3,2,34,6666
0,0,4,1,18,6666
0,0,2,3,30,6666
0,0,1,6,31,6666
0,0,11,4,22,6666
0,0,6,1,33,6666
0,0,2,2,15,6666
0,0,3,2,35,6666
0,0,6,1,30,6666
0,0,4,1,17,6666
0,0,11,4,24,6666
0,0,2,3,30,6666
0,0,6,1,32,6666
0,0,3,2,33,6666
0,0,4,11,25,6666
0,0,1,6,33,6666
0,0,6,1,31,6666
0,0,11,4,24,6666
0,0,11,4,21,6666
0,0,11,4,26,6666
0,0,1,6,32,6666
0,0,4,11,27,6666
0,0,2,2,19,6666
0,0,2,3,30,6666
0,0,6,1,30,6666
0,0,3,2,35,6666
0,0,2,2,20,6666
0,0,11,4,24,6666
0,0,1,6,35,6666
0,0,1,6,33,6666
0,0,2,3,30,6666
0,0,1,6,30,6666
0,0,3,2,35,6666
0,0,4,11,24,6666
0,0,2,2,15,6666
0,0,6,1,31,6666
0,0,1,6,33,6666
0,0,6,1,29,6666
0,0,11,4,22,6666
0,0,1,6,35,6666
0,0,2,3,33,6666
0,0,11,4,21,6666
0,0,4,1,15,6666
0,0,4,1,19,6666
0,0,2,3,31,6666
0,0,4,1,18,6666
0,0,4,1,19,6666
0,0,3,2,35,6666
0,0,11,4,27,6666
0,0,1,4,16,6666
0,0,2,3,30,6666
0,0,1,6,33,6666
0,0,4,11,27,6666
0,0,2,2,19,6666
0,0,4,11,26,6666
0,0,4,11,25,6666
0,0,3,2,30,6666
0,0,6,1,35,6666
0,0,4,11,23,6666
0,0,1,4,18,6666
0,0,6,1,35,6666
0,0,3,2,31,6666
0,0,3,2,29,6666
0,0,3,2,32,6666
0,0,4,11,27,6666
0,0,6,1,30,6666
0,0,3,2,34,6666
0,0,2,2,17,6666
0,0,6,1,31,6666
0,0,4,11,23,6666
0,0,4,11,23,6666
0,0,2,3,29,6666
0,0,4,1,15,6666
0,0,3,2,32,6666
0,0,4,11,27,6666
0,0,4,11,21,6666
0,0,4,11,22,6666
0,0,4,11,25,6666
0,0,4,11,25,6666
0,0,1,6,29,6666
0,0,4,1,18,6666
0,0,11,4,25,6666
0,0,11,4,27,6666
0,0,1,4,18,6666
0,0,4,11,22,6666
0,0,2,3,30,6666
0,0,4,1,19,6666
0,0,11,4,22,6666
0,0,1,6,34,6666
0,0,1,6,33,6666
0,0,2,2,15,6666
0,0,11,4,23,6666
0,0,1,6,29,6666
0,0,4,11,26,6666
0,0,6,1,31,6666
0,0,3,2,34,6666
0,0,4,11,23,6666
0,0,2,3,33,6666
0,0,1,4,18,6666
0,0,2,3,31,6666
0,0,2,2,19,6666
0,0,2,3,29,6666
0,0,6,1,29,6666
0,0,4,11,21,6666
0,0,4,11,21,6666
0,0,4,1,19,6666
0,0,6,1,35,6666
0,0,6,1,31,6666
0,0,3,2,32,6666
0,0,6,1,29,6666
0,0,11,4,22,6666
0,0,2,3,30,6666
0,0,1,6,29,6666
0,0,3,2,34,6666
0,0,3,2,32,6666
0,0,1,6,34,6666
0,0,6,1,31,6666
0,0,4,11,26,6666
0,0,4,1,20,6666
0,0,3,2,29,6666
0,0,2,2,20,6666
0,0,2,3,30,6666
0,0,1,4,15,6666
0,0,4,1,17,6666
0,0,3,2,33,6666
0,0,11,4,23,6666
0,0,4,1,19,6666
0,0,11,4,24,6666
0,0,4,11,24,6666
0,0,4,11,24,6666
0,0,2,3,35,6666
0,0,3,2,34,6666
0,0,1,6,35,6666
0,0,1,6,33,6666
0,0,11,4,22,6666
0,0,2,3,30,6666
0,0,1,6,31,6666
0,0,1,4,17,6666
0,0,3,2,30,6666
0,0,4,1,16,6666
0,0,4,11,25,6666
0,0,2,2,14,6666
0,0,6,1,32,6666
0,0,1,4,15,6666
0,0,4,11,25,6666
0,0,11,4,27,6666
0,0,1,6,35,6666
0,0,2,3,33,6666
0,0,6,1,30,6666
0,0,4,1,14,6666
0,0,1,4,20,6666
0,0,3,2,29,6666
0,0,4,11,22,6666
0,0,11,4,27,6666
0,0,2,3,35,6666
0,0,4,11,26,6666
0,0,3,2,35,6666
0,0,1,4,17,6666
0,0,2,3,33,6666
0,0,1,4,18,6666
0,0,2,3,29,6666
0,0,2,2,15,6666
0,0,1,6,35,6666
0,0,4,1,16,6666
0,0,11,4,21,6666
0,0,2,3,31,6666
0,0,4,1,17,6666
0,0,4,1,19,6666
0,0,1,4,17,6666
0,0,11,4,26,6666
0,0,2,3,34,6666
0,0,1,4,16,6666
0,0,4,11,23,6666
0,0,2,2,15,6666
0,0,3,2,33,6666
0,0,4,1,14,6666
0,0,11,4,26,6666
0,0,2,3,35,6666
0,0,4,1,20,6666
0,0,2,3,30,6666
0,0,1,6,30,6666
0,0,4,11,27,6666
0,0,11,4,24,6666
0,0,1,4,15,6666
0,0,1,6,30,6666
0,0,4,11,22,6666
0,0,2,2,17,6666
0,0,4,11,24,6666
0,0,11,4,22,6666
0,0,4,11,21,6666
0,0,11,4,24,6666
0,0,1,4,20,6666
0,0,2,2,20,6666
0,0,6,1,33,6666
0,0,4,11,21,6666
0,0,6,1,33,6666
0,0,6,1,29,6666
0,0,4,11,21,6666
0,0,4,11,21,6666
0,0,11,4,23,6666
0,0,11,4,22,6666
0,0,1,4,16,6666
0,0,2,2,16,6666
0,0,4,11,25,6666
0,0,11,4,22,6666
0,0,4,1,18,6666
0,0,3,2,31,6666
0,0,2,2,15,6666
0,0,6,1,33,6666
0,0,4,11,27,6666
0,0,11,4,24,6666
0,0,2,3,35,6666
0,0,11,4,23,6666
0,0,4,11,26,6666
0,0,3,2,33,6666
0,0,1,4,19,6666
0,0,1,4,20,6666
0,0,11,4,21,6666
0,0,11,4,23,6666
0,0,11,4,21,6666
0,0,1,4,18,6666
0,0,4,11,27,6666
0,0,1,4,16,6666
0,0,6,1,29,6666
0,0,1,4,17,6666
0,0,1,6,33,6666
0,0,3,2,29,6666
0,0,2,2,17,6666
0,0,3,2,33,6666
0,0,2,3,34,6666
0,0,2,2,20,6666
0,0,2,2,20,6666
0,0,2,3,29,6666
0,0,4,11,27,6666
0,0,11,4,21,6666
0,0,6,1,34,6666
0,0,3,2,32,6666
0,0,4,11,22,6666
0,0,11,4,21,6666
0,0,4,1,14,6666
0,0,1,4,15,6666
0,0,3,2,31,6666
0,0,2,3,32,6666
0,0,4,11,27,6666
0,0,2,2,19,6666
0,0,1,6,34,6666
0,0,6,1,31,6666
0,0,2,2,18,6666
0,0,1,4,18,6666
0,0,1,4,16,6666
0,0,2,2,15,6666
0,0,6,1,32,6666
0,0,2,3,34,6666
0,0,11,4,27,6666
0,0,4,1,16,6666
0,0,11,4,24,6666
0,0,6,1,29,6666
0,0,4,11,22,6666
0,0,6,1,32,6666
0,0,4,1,19,6666
0,0,1,4,16,6666
0,0,1,6,30,6666
0,0,6,1,32,6666
0,0,1,4,16,6666
0,0,11,4,25,6666
0,0,2,2,14,6666
0,0,3,2,29,6666
0,0,4,1,20,6666
0,0,11,4,22,6666
0,0,1,6,30,6666
0,0,1,6,29,6666
0,0,3,2,32,6666
0,0,3,2,31,6666
0,0,3,2,33,6666
0,0,11,4,25,6666
0,0,6,1,32,6666
0,0,4,1,16,6666
0,0,3,2,34,6666
0,0,6,1,30,6666
0,0,2,2,14,6666
0,0,1,4,18,6666
0,0,6,1,32,6666
0,0,1,6,34,6666
0,0,1,6,35,6666
0,0,6,1,35,6666
0,0,2,3,32,6666
0,0,11,4,23,6666
0,0,11,4,23,6666
0,0,11,4,26,6666
0,0,6,1,33,6666
0,0,1,4,18,6666
0,0,6,1,32,6666
0,0,11,4,25,6666
0,0,11,4,26,6666
0,0,3,2,35,6666
0,0,1,6,35,6666
0,0,11,4,22,6666
0,0,4,1,20,6666
0,0,2,3,32,6666
0,0,3,2,35,6666
0,0,11,4,22,6666
0,0,1,6,30,6666
0,0,4,11,24,6666
0,0,1,6,34,6666
0,0,11,4,24,6666
0,0,3,2,33,6666
0,0,11,4,22,6666
0,0,2,3,31,6666
0,0,6,1,34,6666
0,0,4,11,27,6666
0,0,2,2,14,6666
0,0,4,1,15,6666
0,0,4,11,27,6666
0,0,3,2,34,6666
0,0,1,6,35,6666
0,0,2,3,30,6666
0,0,1,4,19,6666
0,0,1,4,18,6666
0,0,4,11,26,6666
0,0,4,11,21,6666
0,0,11,4,25,6666
0,0,4,11,22,6666
0,0,4,11,21,6666
0,0,4,1,15,6666
0,0,6,1,31,6666
0,0,4,11,21,6666
0,0,6,1,29,6666
0,0,4,11,23,6666
0,0,3,2,30,6666
0,0,4,11,23,6666
0,0,3,2,34,6666
0,0,11,4,22,6666
0,0,2,3,33,6666
0,0,2,3,29,6666
0,0,11,4,24,6666
0,0,11,4,22,6666
0,0,2,2,19,6666
0,0,6,1,32,6666
0,0,1,6,33,6666
0,0,4,11,25,6666
0,0,4,11,26,6666
0,0,1,6,29,6666
0,0,1,6,31,6666
0,0,3,2,29,6666
0,0,6,1,29,6666
0,0,4,11,23,6666
0,0,6,1,33,6666
0,0,4,11,24,6666
0,0,2,3,34,6666
0,0,4,1,20,6666
0,0,1,6,30,6666
0,0,2,2,18,6666
0,0,2,2,16,6666
0,0,1,6,31,6666
0,0,3,2,35,6666
0,0,2,2,16,6666
0,0,4,11,23,6666
0,0,4,11,23,6666
0,0,4,1,17,6666
0,0,6,1,32,6666
0,0,3,2,31,6666
0,0,4,11,27,6666
0,0,3,2,30,6666
0,0,6,1,30,6666
0,0,4,1,20,6666
0,0,1,4,14,6666
0,0,2,2,19,6666
0,0,11,4,22,6666
0,0,1,4,16,6666
0,0,11,4,24,6666
0,0,1,4,16,6666
0,0,11,4,23,6666
0,0,4,1,16,6666
0,0,2,3,35,6666
0,0,11,4,23,6666
0,0,11,4,23,6666
0,0,4,1,19,6666
0,0,3,2,34,6666
0,0,4,11,26,6666
0,0,6,1,33,6666
0,0,3,2,32,6666
0,0,2,3,34,6666
0,0,2,3,32,6666
0,0,2,3,33,6666
0,0,3,2,35,6666
0,0,6,1,30,6666
0,0,2,2,20,6666
0,0,1,4,14,6666
0,0,1,4,18,6666
0,0,4,1,18,6666
0,0,11,4,26,6666
0,0,2,2,19,6666
0,0,4,11,21,6666
0,0,4,11,24,6666
0,0,6,1,29,6666
0,0,6,1,33,6666
0,0,4,11,25,6666
0,0,6,1,30,6666
0,0,4,11,27,6666
0,0,3,2,35,6666
0,0,2,2,15,6666
0,0,4,1,14,6666
0,0,1,6,31,6666
0,0,1,6,32,6666
0,0,1,4,15,6666
0,0,4,11,26,6666
0,0,2,3,31,6666
0,0,1,4,19,6666
0,0,1,4,18,6666
0,0,1,6,31,6666
0,0,6,1,29,6666
0,0,2,3,33,6666
0,0,2,3,30,6666
0,0,3,2,32,6666
0,0,6,1,35,6666
0,0,4,1,20,6666
0,0,1,6,30,6666
0,0,2,3,35,6666
0,0,2,2,14,6666
0,0,1,6,29,6666
0,0,1,4,14,6666
0,0,1,4,16,6666
0,0,1,4,17,6666
0,0,3,2,31,6666
0,0,11,4,25,6666
0,0,4,11,24,6666
0,0,11,4,22,6666
0,0,1,4,20,6666
0,0,2,3,32,6666
0,0,2,2,14,6666
0,0,4,11,25,6666
0,0,4,11,21,6666
0,0,11,4,25,6666
0,0,3,2,35,6666
0,0,3,2,32,6666
0,0,11,4,22,6666
0,0,4,1,14,6666
0,0,4,11,22,6666
0,0,11,4,21,6666
0,0,1,4,18,6666
0,0,1,4,18,6666
0,0,11,4,26,6666
0,0,2,2,18,6666
0,0,11,4,22,6666
0,0,4,11,26,6666
0,0,1,6,33,6666
0,0,4,1,16,6666
0,0,4,1,18,6666
0,0,1,4,17,6666
0,0,1,6,35,6666
0,0,4,1,15,6666
0,0,2,3,32,6666
0,0,11,4,26,6666
0,0,4,11,27,6666
0,0,3,2,31,6666
0,0,4,11,25,6666
0,0,4,1,16,6666
0,0,4,1,17,6666
0,0,11,4,24,6666
0,0,6,1,33,6666
0,0,3,2,29,6666
0,0,1,6,29,6666
0,0,2,3,35,6666
0,0,3,2,33,6666
0,0,1,4,16,6666
0,0,4,11,21,6666
0,0,6,1,34,6666
0,0,1,6,34,6666
0,0,2,3,29,6666
0,0,11,4,24,6666
0,0,2,3,29,6666
0,0,1,6,34,6666
0,0,4,1,14,6666
0,0,3,2,32,6666
0,0,1,4,18,6666
0,0,11,4,24,6666
0,0,1,4,17,6666
0,0,3,2,29,6666
0,0,11,4,24,6666
0,0,4,11,21,6666
0,0,4,11,25,6666
